STA_SEQ,WaterbodyName,Description,ylat,xlong,munName,subBasin,adbSegID,stationsCommentTxt,lastUpdateDate
15034,Farmington River,midchannel upstream of FR6 CT Sand and Stone Dredge Hole,41.7357,-72.8535,FARMINGTON,4300,CT4300-00_03,Initial Site Number=fr7 or alias of =//site comments:sampled for sediment on 2/20/97 for dieldrin,3/12/2010
15035,Spruce Brook,upstream Mouth,41.7472,-73.115,LITCHFIELD,6906,CT6906-00_01,"Initial Site Number= or alias of =//site comments:access to station by ACOE dirt access road, get key from WD fisheries.",12/27/2021
15036,Chestnut Brook,upstream RTE 191/Mill Street,41.9145,-72.5472,EAST WINDSOR,4206,NOSEG,Initial Site Number=262 or alias of =CBK-1//site comments:Sample per complaint of owner at #13a mill street for stream very green across the bottom never like this before (19 yrs),3/12/2010
15037,Chestnut Brook,at base of Dam at Broad Brook Reservoir,41.9117,-72.5375,EAST WINDSOR,4206,NOSEG,Initial Site Number=CBK-2 or alias of =//site comments:Sample as follow up to station CBK-1 and complaint of very green stream bottom,3/12/2010
15038,"Chestnut Brook, Unknown Pipe to",at outlet Base of dam at broad brook reservoir,41.9117,-72.5374,EAST WINDSOR,4206,CT-new-1-INTO,Initial Site Number=CBK-3 or alias of =//site comments:Sample as follow up to station CBK-1 and complaint of very green stream bottom,3/12/2010
15039,"Chestnut Brook, tributary to",upstream Chamberlain Road,41.9004,-72.5266,EAST WINDSOR,4206,NOSEG,Initial Site Number=CBK-4 or alias of =//site comments:Sample as follow up to station CBK-1 and complaint of very green stream bottom,3/12/2010
15040,Chestnut Brook,downstream East Road,41.9069,-72.5211,EAST WINDSOR,4206,NOSEG,Initial Site Number=CBK-5 or alias of =//site comments:Sample as follow up to station CBK-1 and complaint of very green stream bottom,3/12/2010
15041,East Aspetuck River,behind Aspetuck Village Condos at Southern end,41.5911,-73.4214,NEW MILFORD,6502,CT6502-00_01,Initial Site Number=EA-1 or alias of =//site comments:All low gradient sand bottom undercut banks. Segment was sampled for trout to see if contaminated fish from Hous river are moving upstream.  Sampled behind condos.,3/12/2010
15042,Mill Brook,upstream Mouth To 2nd road crossing barrier to fish migration,41.872,-73.3634,CORNWALL,6008,CT6008-00_01,Initial Site Number=Mill-1 or alias of =//site comments:Segment was sampled for trout to see if contaminated fish from Hous river are moving upstream.,12/27/2021
15043,Furnace Brook,upstream Mouth to Route 4,41.8212,-73.3713,CORNWALL,6010,CT6010-00_01,Initial Site Number=282 or alias of =//site comments:Segment was sampled for trout to see if contaminated fish from Hous river are moving upstream.,10/5/2021
15044,Kent Falls Brook,upstream Mouth to covered bridge in state park,41.7769,-73.4192,KENT,6012,CT6012-00_01,Initial Site Number=KF-1 or alias of =//site comments:Segment was sampled for trout to see if contaminated fish from Hous river are moving upstream.,10/5/2021
15045,Judd Brook,"At mouth, upstream Airline Trail crossing (Hebron/Colchester town line)",41.6005,-72.373,HEBRON,4702,CT4702-00_01,"Initial Site Number=15010 or alias of =//site comments:site sampled with ED Fisheries as a 1 pass all species for their information, Cabin Brook prob mon site done prior in the day; Old description: upstream old road crossing",11/17/2021
15046,Charters Brook,downstream Browns Bridge Road,41.9062,-72.4035,TOLLAND,4501,CT4501-00_01,Initial Site Number=HR-12 or alias of =//site comments:site samples as part of Hockanum River TMDL development,10/5/2021
15047,Hockanum River,downstream most upstream Route 74/Tolland Ave crossing,41.8676,-72.4341,VERNON,4500,CT4500-00_08,Initial Site Number=HR-0 or alias of =//site comments:site samples as part of Hockanum River TMDL development,3/12/2010
15048,Hockanum River,upstream West Street,41.8666,-72.4648,VERNON,4500,CT4500-00_06b,Initial Site Number=HR-1a or alias of =//site comments:site samples as part of Hockanum River TMDL development,10/5/2021
15049,Hockanum River,upstream Windmere Road,41.8779,-72.4827,ELLINGTON,4500,CT4500-00_06a,Initial Site Number=HR-2a or alias of =//site comments:site samples as part of Hockanum River TMDL development,3/12/2010
15050,Vernon STP,at Final Effluent,41.864,-72.4862,VERNON,4500,CT4500-00_05-INTO,Initial Site Number=HR-3E or alias of =//site comments:site samples as part of Hockanum River TMDL development,3/12/2010
15051,Durkee Brook,downstream Holmes Road,41.8829,-71.9286,POMFRET,3700,CT3700-17_01,Initial Site Number=15**** or alias of =//site comments:Segment added by Neal Hagstrom to complete a subregional coverage.  Low DO was present with YSI readings,10/5/2021
15052,Mary Brown Brook,At Barnes Concrete Intake for Industrial process,41.9161,-71.8054,PUTNAM,3402,NOSEG,Initial Site Number=BC-1 or alias of =//site comments:site was sampled as a grab on 6/16/03 for routine general chemistry,3/12/2010
15053,Barnes Concrete Well,at well outlet,41.9154,-71.8032,PUTNAM,3402,INTO_CT****,Initial Site Number=BC-2 or alias of =//site comments:site was sampled as a grab on 6/16/03 for routine general chemistry,3/12/2010
15054,Barnes Concrete Detention Pond,in pond,41.9147,-71.8039,PUTNAM,3402,INTO_CT****,Initial Site Number=BC-3 or alias of =//site comments:site was sampled as a grab on 6/16/03 for routine general chemistry,3/12/2010
15055,"Mary Brown Brook, tributary to",upstream Barnes Concrete Discharge from pit,41.9141,-71.8006,PUTNAM,3402,NOSEG,Initial Site Number=BC-4 or alias of =//site comments:site was sampled as a grab on 6/16/03 for routine general chemistry,3/12/2010
15056,"Mary Brown Brook, tributary to",downstream Barnes Concrete Discharge from pit,41.9144,-71.8059,PUTNAM,3402,NOSEG,Initial Site Number=BC-5 or alias of =//site comments:site was sampled as a grab on 6/16/03 for routine general chemistry,3/12/2010
15057,Blackberry River,at Tractor Road Crossing adjacent to Quarry Discharge,42.0163,-73.3164,NORTH CANAAN,6100,CT6100-00_02a,Initial Site Number=BR or alias of =//site comments:Site was sampled the evening of a fishkill.  Orign from the tractor road.,12/27/2021
15058,"Blackberry River, tributary to",downstream lower road crossing,42.0156,-73.3199,NORTH CANAAN,6100,CT6100-00_02a-INTO,Initial Site Number=Trib 2 or alias of =//site comments:site sampled as part of fishkill investigation on 7/10/03.  Small channel mostly filled with manure runoff. Farm Trib,12/27/2021
15059,"Blackberry River, tributary to",at mouth,42.0143,-73.3093,NORTH CANAAN,6100,CT6100-00_02a-INTO,Initial Site Number=1 or alias of =//site comments:sample collected by will oros for fishkill investigation on 7/10/03.  Trib is on North side of river upstream of quarry discharge.,3/12/2010
15060,"Blackberry River, tributary to",upstream Lower Road Crossing,42.0131,-73.3124,NORTH CANAAN,6100,CT6100-00_02a-INTO,Initial Site Number=Trib 1 or alias of =//site comments:Site was sampled for field observations only during a fish kill investigation on 7/10/2003.  Trib is just east of the specialty mineral quarry on Lower Road. Trib of death,3/12/2010
15061,Blackberry River,at abutment pool just DS of lower road crossing,42.0114,-73.3067,NORTH CANAAN,6100,CT6100-00_02b,Initial Site Number=4 or alias of =//site comments:site was sampled by fisheries as an upstream control for fishkill investigation on 7/16/03.,3/12/2010
15062,Jefferson Hill Brook,upstream confluence with spruce brook,41.7477,-73.1195,LITCHFIELD,6906,CT6906-01_01,Initial Site Number=15254 or alias of =//site comments:sampled to see if there were different fish from spruce brook.,12/27/2021
15063,Spruce Brook,upstream confluence with Jefferson Hill Brook,41.7481,-73.1194,LITCHFIELD,6906,CT6906-00_02,Initial Site Number=15253 or alias of =//site comments:site sampled to see if fish were different from downstream or at Jefferson Hill Brook,3/12/2010
15064,Specialty Minerals Quarry,in the pit Specialty Minerals Quarry on Lower Road,42.0144,-73.3173,NORTH CANAAN,6100,INTO_CT****,Initial Site Number=1 or alias of =//site comments:site sampled by will oros and ed finger as part of a fishkill investigation.,3/12/2010
15065,Farm River,at route 142 crossing,41.2791,-72.8672,EAST HAVEN,5112,CT5112-00_01,"Initial Site Number=5112 or alias of =//site comments:Start at last brige crossing shocked up to RTE 95. For sea run trout there is riffle habitat in this section.  April 2006 deploy hobo at first riffle upstream of Route 142.  ; Access behind East Haven Village High rise apartments, park in Northeast corner of lot, riffle is at end of chain link fence.",11/17/2021
15066,Patton Brook,at end of Dunham Place not Dunham Street,41.6462,-72.8601,SOUTHINGTON,5200,CT5200-02_01,"Initial Site Number= or alias of =//site comments:site established for rotating basin 2007, take shuttle meadow rd to east side of rte 84 crossing then take Dunham Place",3/12/2010
15067,Farm River,behind North Branford Police Station,41.3524,-72.8073,NORTH BRANFORD,5112,CT5112-00_03,Initial Site Number= or alias of =//site comments:there is open space access behind the town garage and police station.  Nice cobble gravel riffles with lots of brown trout.  Sampled for wild trout management.,10/5/2021
15068,Pattaconk Reservoir,PR-1 at left beach,41.4089,-72.526,CHESTER,4017,CT4017-03-1-L3_01,Initial Site Number=PR-1 or alias of =PKNK-1//site comments:site was sampled at end of summer 2003 as potential new beach for 2004 bathing season,11/12/2015
15069,Pattaconk Reservoir,PR-2 at right beach,41.4091,-72.5255,CHESTER,4017,CT4017-03-1-L3_01,Initial Site Number=PR-2 or alias of =PKNK-2//site comments:site was sampled at end of summer 2003 as potential new beach for 2004 bathing season,11/12/2015
15070,Millers Pond,at left beach,41.4759,-72.6344,DURHAM,4013,CT4013-00-1-L1_01,Initial Site Number=MLRP-1 or alias of =//site comments:site was sampled at end of summer 2003 as potential new beach for 2004 bathing season,3/12/2010
15071,Millers Pond,at right beach,41.4752,-72.6347,DURHAM,4013,CT4013-00-1-L1_01,Initial Site Number=MLRP-2 or alias of =//site comments:site was sampled at end of summer 2003 as potential new beach for 2004 bathing season,3/12/2010
15072,Niantic Bay,adjacent Golden Spur,41.3683,-72.1927,EAST LYME,2204,CT2204-E_02,"Initial Site Number=nb1 or alias of =//site comments:site sampled in response to aquatic life kill, DO profiles",11/12/2015
15073,Niantic Bay,adjacent Comfort Point,41.3637,-72.1896,WATERFORD,2204,CT2204-E_02,"Initial Site Number=nb2 or alias of =//site comments:site sampled in response to aquatic life kill, DO profiles",11/12/2015
15074,Niantic Bay,adjacent Turkey Point,41.3558,-72.19,EAST LYME,2204,CT2204-E_02,"Initial Site Number=nb3 or alias of =//site comments:site sampled in response to aquatic life kill, DO profiles",11/12/2015
15075,Niantic Bay,adjacent Sandy Point,41.3469,-72.1879,EAST LYME,2204,CT2204-E_02,"Initial Site Number=nb4 or alias of =//site comments:site sampled in response to aquatic life kill, DO profiles",11/12/2015
15076,Niantic Bay,outlet Keeny Cove,41.3518,-72.1779,WATERFORD,2204,CT2204-E_02,"Initial Site Number=nb6 or alias of =//site comments:site sampled in response to aquatic life kill, DO profiles",11/12/2015
15077,Niantic Bay,outlet Smith Cove,41.3376,-72.1868,EAST LYME,2204,CT2204-E_02,"Initial Site Number=nb8 or alias of =//site comments:site sampled in response to aquatic life kill, DO profiles",11/12/2015
15078,Niantic Bay,near NU trawl location #2 @ buoy 15,41.3292,-72.183,EAST LYME,2204,CT2204-E_02,"Initial Site Number=nb9 or alias of =//site comments:site sampled in response to aquatic life kill, DO profiles",11/12/2015
15079,Norwalk River,upstream Route 107,41.2574,-73.429,REDDING,7300,CT7300-00_03b,"Initial Site Number=NW-3, GT upstream or alias of =//site comments:NQ macros by 2 & 3 on 10/29/97 site sampled by TMDL staff for optical brightners and bacteria-assistance to Earthplace Monitoring Program",9/30/2021
15080,Norwalk River,downstream 150 m of WPCF outfall Pipe,41.2557,-73.4297,REDDING,7300,CT7300-00_03a,Initial Site Number=GT-3 or alias of =//site comments:site sampled by TMDL staff for optical brightners and bacteria-assistance to Earthplace Monitoring Program,3/12/2010
15081,Norwalk River,upstream Wolfpit Road at Wilton Corporate Office Park,41.1831,-73.4199,WILTON,7300,CT7300-00_02,Initial Site Number=NR-6 or alias of =//site comments:site sampled by TMDL staff for optical brightners and bacteria-assistance to Earthplace Monitoring Program,3/12/2010
15082,Heminway Pond,east side of island middle of island,41.6065,-73.1133,WATERTOWN,6912,CT6912-00_02,Initial Site Number=HP-2 or alias of =//site comments:site sampled for sediment as part of TMDL,3/12/2010
15083,AGC Corporation,at final effluent for CT0025275-001,41.5181,-72.8269,MERIDEN,5200,CT5200-00_02-INTO,Initial Site Number=CT0025275-001 or alias of =A-1//site comments:site sampled for compliance info,3/12/2010
15084,"Hop Brook, Unknown Pipe to",at end of pipe upstream of Rte 68 and Rte 63 intersection,41.4995,-73.055,NAUGATUCK,6916,CT6916-00_01-INTO,"Initial Site Number=HB-P or alias of =//site comments:sampled in 1984 by EP for raw sewage, observed by MB in summer 2006 during fish shocking to have paper debris.",3/12/2010
15085,Mashapaug Pond,MP-1: at deepest point,42.0143,-72.132,UNION,3203,CT3203-00-1-L1_01,"Initial Site Number=ML-1 or alias of =//site comments:general lake monitoring, site is approximately 1/3 up the lake across(east) from 1st of 3 small islands",4/2/2014
15086,Mashapaug Pond,at upper end of lake across from dam,42.0215,-72.1293,UNION,3203,CT3203-00-1-L1_01,"Initial Site Number=ML-2 or alias of =//site comments:general lake monitoring, site is approximately 2/3 up the lake on the east side across from the upper dam",4/2/2014
15087,Muddy River,at end of Old Maple Street (DS of RR bridge),41.3668,-72.8543,NORTH HAVEN,5208,CT5208-00_02a,Initial Site Number=5208a or alias of =1011.01//site comments:North Haven HS.  April 2006 set hobo for IC project,10/5/2021
15088,Yantic River,downstream sherman street,41.5342,-72.0903,NORWICH,3900,CT3900-00_01,Initial Site Number=1041.01 or alias of =//site comments:Norwich Free Academy,3/12/2010
15089,Fourmile River,upstream Overbrook Road,41.3342,-72.2573,EAST LYME,2207,NOSEG,Initial Site Number=1051.01 or alias of =//site comments:Old Lyme HS,3/12/2010
15090,Beaver Brook,300 meters US of route 156,41.4096,-72.3376,LYME,4803,CT4803-00_01,Initial Site Number=1051.02 or alias of =//site comments:Old Lyme HS,3/12/2010
15091,Fenton River,behind Uconn Well Field building A,41.8222,-72.2309,MANSFIELD,3207,CT3207-00_01b,"Initial Site Number=273 or alias of =781.05, 11-002//site comments:Mansfield Conservation Commission does RBV, SEARCH does chem and macros.  Site was completely dry due to Uconn Well Field diversion during 9/9/05 for a stretch of approximately 1 mile.",10/5/2021
15092,Fenton River,upstream Old Turnpike Road,41.8335,-72.2429,MANSFIELD,3207,CT3207-00_01c,"Initial Site Number=272 or alias of =781.03, 11-003 (sampled DS road)//site comments:Naubesatuck Watershed Council. CT DEP in fall 2005 as follow-up to fenton drying by UCONN.",10/5/2021
15093,Fenton River,upstream Stone Mill Road,41.8108,-72.2208,MANSFIELD,3207,CT3207-00_01a,"Initial Site Number=274 or alias of =MH1B,781.01,0781.02, 11-004 (DS road)//site comments:Naubesatuck Watershed Council does RBV, USACOE does chem, SEARCH does chem/macros",10/5/2021
15094,Wash Brook,US Cottage Grove Road (Route 218),41.817,-72.7377,BLOOMFIELD,4404,CT4404-09_01,Initial Site Number=111.01 or alias of =//site comments:Bloomfield AG/SC,3/12/2010
